name1,metric,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,std_diff
GPT-4o,Accuracy,6.700000000000003,14.0,0.7000000000000028,0.0,0.5999999999999943,11.299999999999997,6.700000000000003,0.0,8.0,2.0,14.0,2.700000000000003,0.0,3.4000000000000057,17.299999999999997,18.0,6.4608435981688945
GPT-4o,Precision,2.3999999999999915,38.4,6.900000000000006,0.0,0.09999999999999432,-2.6000000000000085,-1.7000000000000028,16.700000000000003,-3.9000000000000057,0.29999999999999716,3.8999999999999915,-7.200000000000003,0.0,-7.299999999999997,22.400000000000006,27.0,13.20115525247696
GPT-4o,Recall,7.799999999999997,-7.400000000000006,-3.5,0.0,1.0,22.200000000000003,14.100000000000009,-11.200000000000003,12.799999999999997,3.700000000000003,21.700000000000003,14.700000000000003,0.0,15.099999999999994,12.0,24.500000000000007,10.852632169202089
GPT-4o,F1,5.199999999999989,23.400000000000006,1.5999999999999943,0.0,0.6000000000000085,12.0,7.0,-5.200000000000003,7.700000000000003,2.299999999999997,15.299999999999997,5.200000000000003,0.0,5.0,17.299999999999997,25.700000000000003,8.797535166170125
Llama3.1-70B,Accuracy,5.400000000000006,0.5999999999999943,2.700000000000003,0.0,-1.2999999999999972,6.700000000000003,2.0,2.0,4.0,6.599999999999994,2.700000000000003,0.7000000000000028,0.0,7.299999999999997,21.400000000000006,27.400000000000006,7.893193270153723
Llama3.1-70B,Precision,0.7000000000000028,8.600000000000009,20.60000000000001,0.0,3.799999999999997,8.599999999999994,5.800000000000011,35.0,2.5,-1.2000000000000028,10.799999999999997,9.900000000000006,7.700000000000003,21.099999999999994,29.599999999999994,33.2,11.924510821552946
Llama3.1-70B,Recall,7.900000000000006,-11.099999999999994,-17.80000000000001,0.0,-5.0,3.299999999999997,-2.4000000000000057,11.099999999999998,3.1999999999999957,13.599999999999994,-5.400000000000006,-6.6000000000000085,-9.5,-6.8999999999999915,-29.89999999999999,-26.300000000000004,12.221831559413125
Llama3.1-70B,F1,5.0,0.20000000000000284,2.799999999999997,0.0,-1.8999999999999915,5.599999999999994,1.1999999999999886,17.6,3.0999999999999943,8.900000000000006,0.7999999999999972,-1.0999999999999943,-0.9000000000000057,4.900000000000006,3.299999999999997,3.8999999999999986,4.777848190695613
Llama3.1-8B,Accuracy,-5.299999999999997,6.700000000000003,-1.2999999999999972,-3.4000000000000057,0.0,5.400000000000006,-3.4000000000000057,0.5999999999999943,-4.700000000000003,-9.299999999999997,-3.299999999999997,2.0,0.0,3.299999999999997,10.0,13.400000000000006,5.966989050880968
Llama3.1-8B,Precision,-1.6999999999999886,28.4,-0.20000000000000284,0.0,1.4000000000000057,-6.700000000000003,4.0,2.5,1.2000000000000028,-6.5,4.1000000000000085,6.599999999999994,19.80000000000001,12.800000000000011,17.699999999999996,19.200000000000003,10.206329735348877
Llama3.1-8B,Recall,-6.900000000000006,-18.5,-17.799999999999997,-22.700000000000003,-1.0,13.300000000000004,-9.399999999999999,-11.099999999999998,-6.399999999999999,-13.600000000000009,-9.799999999999997,0.0,-28.6,-8.200000000000003,-12.0,-15.799999999999997,9.790248124196514
Llama3.1-8B,F1,-4.799999999999997,9.200000000000003,-7.199999999999989,-14.100000000000009,-0.29999999999999716,9.0,-5.099999999999994,-6.699999999999996,-5.299999999999997,-11.700000000000003,-5.5,2.0999999999999943,-6.6000000000000085,0.5999999999999943,2.6000000000000014,-3.1000000000000014,6.494994867845035
