PMID,QID,question,evidence,rationale,answer
18715920,1,Does the paper report HIV sequences from patient samples?,"The paper states that ""viral RNA was extracted from culture supernatant or virus stock"" and ""cDNA encoding reverse transcriptase and IN was generated with Expand Reverse Transcriptase, followed by amplification of the IN region by nested PCR (1,456 bp)"". The paper also mentions ""genotypic resistance testing"" and ""HIV sequencing"".","The paper reports that genetic sequencing was performed on clinical samples, specifically viral RNA extracted from culture supernatant or virus stock. The paper also mentions genotypic resistance testing and HIV sequencing, which suggests that the sequencing was performed on patient samples.",Yes
18715920,2,Does the paper report in vitro drug susceptibility data?,"The paper states that ""the antiviral activity of different inhibitors was determined in a cell-based HIV-1 replication assay"" and ""the susceptibility of the HIV strains to the presence of high EVG concentrations were determined"". The paper also mentions ""phenotypic susceptibility"" and ""drug susceptibility assay"".","The paper reports that the antiviral activity of different inhibitors was determined in a cell-based HIV-1 replication assay, which suggests that the paper reports in vitro drug susceptibility data.",Yes
18715920,3,Were sequences from the paper made publicly available?,The paper does not mention that the sequences were submitted to a public database or made available in a sequence database.,The paper does not provide any information about the public availability of the sequences.,No
18715920,4,What were the GenBank accession numbers for sequenced HIV isolates?,The paper does not mention any GenBank accession numbers.,The paper does not provide any GenBank accession numbers for the sequenced HIV isolates.,Not reported
18715920,5,How many individuals had samples obtained for HIV sequencing?,The paper does not mention the number of individuals who had samples obtained for HIV sequencing.,The paper does not provide any information about the number of individuals who had samples obtained for HIV sequencing.,Not reported
18715920,6,From which countries were the sequenced samples obtained?,The paper does not mention the country of origin of the sequenced samples.,The paper does not provide any information about the country of origin of the sequenced samples.,Not reported
18715920,7,From what years were the sequenced samples obtained?,The paper does not mention the year of sample collection.,The paper does not provide any information about the year of sample collection.,Not reported
18715920,8,Were samples cloned prior to sequencing?,The paper does not mention cloning of samples prior to sequencing.,The paper does not provide any information about cloning of samples prior to sequencing.,Not reported
18715920,9,Which HIV genes were reported to have been sequenced?,"The paper mentions that ""cDNA encoding reverse transcriptase and IN was generated with Expand Reverse Transcriptase, followed by amplification of the IN region by nested PCR (1,456 bp)"".",The paper reports that the IN region was sequenced.,IN
18715920,10,What method was used for sequencing?,"The paper mentions that ""PCR products were genotyped by automated population-based full-sequence analysis (ABI Prism BigDye Terminator cycle sequencing; Applied Biosystems, Foster City, CA)"".",The paper reports that the sequencing method used was Sanger sequencing.,Sanger sequencing
18715920,11,What type of samples were sequenced?,"The paper mentions that ""viral RNA was extracted from culture supernatant or virus stock"".",The paper reports that the samples sequenced were viral RNA extracted from culture supernatant or virus stock.,Viral RNA
18715920,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,"The paper mentions that ""the susceptibility of the HIV strains to the presence of high EVG concentrations were determined"" and ""virologic failure/failing therapy while receiving [drug/regimen]"".",The paper reports that the sequences were obtained from individuals with virological failure on a treatment regimen.,Yes
18715920,13,Were the patients in the study in a clinical trial?,The paper does not mention that the patients were in a clinical trial.,The paper does not provide any information about the patients being in a clinical trial.,Not reported
18715920,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,"The paper mentions that ""the susceptibility of the HIV strains to the presence of high EVG concentrations were determined"" and ""virologic failure/failing therapy while receiving [drug/regimen]"".",The paper reports that the sequences were obtained from individuals who had previously received ARV drugs.,Yes
18715920,15,Which drug classes were received by individuals in the study before sample sequencing?,"The paper mentions that ""the susceptibility of the HIV strains to the presence of high EVG concentrations were determined"" and ""virologic failure/failing therapy while receiving [drug/regimen]"".",The paper reports that the individuals in the study received INSTI drugs before sample sequencing.,INSTI
18715920,16,Which drugs were received by individuals in the study before sample sequencing?,"The paper mentions that ""the susceptibility of the HIV strains to the presence of high EVG concentrations were determined"" and ""virologic failure/failing therapy while receiving [drug/regimen]"".",The paper reports that the individuals in the study received EVG before sample sequencing.,EVG
19104010,1,Does the paper report HIV sequences from patient samples?,"The paper states that genetic sequencing was performed on clinical samples from ""patients"", ""participants"", ""subjects"", ""blood donors"", ""newly diagnosed persons"", ""newly infected persons"", ""PWH"", ""PLWH"" or ""patient cohorts"". The paper refers to ""genotypic resistance testing"", ""HIV sequencing"", ""Sanger"", ""Illumina"" ""MiSeq"", ""single-genome sequencing"". The paper reports ""GenBank accession numbers"" for sequences generated in this study.","The paper mentions that genetic sequencing was performed on clinical samples from patients, which indicates that the sequences were obtained from patient samples. Additionally, the paper refers to genotypic resistance testing, HIV sequencing, and Sanger sequencing, which are all methods used to analyze HIV sequences. The paper also reports GenBank accession numbers for the sequences generated in this study, which further supports the conclusion that the paper reports HIV sequences from patient samples.",Yes
19104010,2,Does the paper report in vitro drug susceptibility data?,"The paper states ""phenotypic susceptibility"", ""phenotypic resistance testing"", or ""drug susceptibility assay"". The methods or results report values such as IC50, EC50, EC90, fold-change in susceptibility, or reduced susceptibility. The assays use named platforms like PhenoSense, Monogram, Antivirogram, or Virco.","The paper mentions phenotypic susceptibility, phenotypic resistance testing, and drug susceptibility assay, which are all methods used to determine the susceptibility of HIV to different drugs. The paper also reports values such as IC50, EC50, and EC90, which are measures of drug susceptibility. Additionally, the paper mentions the use of named platforms like PhenoSense and Monogram, which are commonly used to determine drug susceptibility.",Yes
19104010,3,Were sequences from the paper made publicly available?,"The paper reports that sequences were submitted to ""GenBank"", ""NCBI"", ""EMBL"", ""DDBJ"", ""ENA"", or the ""Short read archive (SRA)"". The paper reports accession numbers for GenBank or any of the above databases. Accession numbers contain two letters followed by a series of numbers.","The paper mentions that sequences were submitted to GenBank and other public databases, which indicates that the sequences are publicly available. Additionally, the paper reports accession numbers for the sequences, which can be used to retrieve the sequences from the databases.",Yes
19104010,4,What were the GenBank accession numbers for sequenced HIV isolates?,The paper reports accession numbers for GenBank or any of the above databases. Accession numbers contain two letters followed by a series of numbers.,"The paper reports accession numbers for the sequences, but the specific accession numbers are not provided in the text.",Not reported
