PMID,QID,Question,Evidence,Rationale,Answer
40391923,1,Does the paper report HIV sequences from patient samples?,"The paper states that ""genotypic resistance testing was performed on those with VL >1000 copies/mL"" and that ""Sanger sequencing of integrase (IN) and protease/reverse transcriptase (PR/RT) regions was conducted using the ThermoFisher HIV-1 Genotyping Kit"".","The paper explicitly mentions that genotypic resistance testing and Sanger sequencing were performed on patient samples, which indicates that HIV sequences were obtained from patient samples.",Yes
40391923,2,Does the paper report in vitro drug susceptibility data?,The paper does not mention in vitro drug susceptibility data.,"The paper does not provide any information on in vitro drug susceptibility data, which suggests that it does not report such data.",No
40391923,3,Were sequences from the paper made publicly available?,"The paper states that ""The sequences have been uploaded to GenBank under accession numbers PV008448-PV008641, PV407014-PV407203, and PV419497-PV419583"".","The paper explicitly mentions that the sequences have been uploaded to GenBank, which indicates that they are publicly available.",Yes
40391923,4,What were the GenBank accession numbers for sequenced HIV isolates?,,,
40391923,5,How many individuals had samples obtained for HIV sequencing?,"The paper states that ""IN sequencing was successful for 227 of 234 participants"".","The paper mentions that 227 participants had successful IN sequencing, which suggests that 227 individuals had samples obtained for HIV sequencing.",227
40391923,6,From which countries were the sequenced samples obtained?,"The paper states that ""Here, we present data from participants enrolled between June 2022 and December 2024 at 16 study sites in 7 African countries: Cameroon, Côte d'Ivoire, Malawi, Republic of Congo, Uganda, Zambia, and Zimbabwe"".",The paper explicitly mentions the 7 African countries from which the sequenced samples were obtained.,"Cameroon, Côte d'Ivoire, Malawi, Republic of Congo, Uganda, Zambia, and Zimbabwe"
40391923,7,From what years were the sequenced samples obtained?,"The paper states that ""Here, we present data from participants enrolled between June 2022 and December 2024"".","The paper mentions the time period during which the participants were enrolled, which suggests that the sequenced samples were obtained between 2022 and 2024.",2022-2024
40391923,8,Were samples cloned prior to sequencing?,The paper does not mention cloning prior to sequencing.,"The paper does not provide any information on cloning prior to sequencing, which suggests that it did not occur.",Not reported
40391923,9,Which HIV genes were reported to have been sequenced?,"The paper states that ""Sanger sequencing of integrase (IN) and protease/reverse transcriptase (PR/RT) regions was conducted using the ThermoFisher HIV-1 Genotyping Kit"".",The paper explicitly mentions that the IN and PR/RT regions were sequenced.,"IN, PR, RT"
40391923,10,What method was used for sequencing?,"The paper states that ""Sanger sequencing of integrase (IN) and protease/reverse transcriptase (PR/RT) regions was conducted using the ThermoFisher HIV-1 Genotyping Kit"".",The paper explicitly mentions that Sanger sequencing was used.,Sanger sequencing
40391923,11,What type of samples were sequenced?,"The paper states that ""Plasma or dried blood spots (DBS) are collected depending on local storage capacities"".",The paper mentions that both plasma and DBS samples were sequenced.,"Plasma, DBS"
40391923,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,"The paper states that ""The analysis included 488 participants; most were female, and 73 were adolescents"" and that ""Most participants had prior exposure to at least 1 ART regimen"".","The paper mentions that most participants had prior exposure to at least 1 ART regimen, which suggests that some sequences were obtained from individuals with virological failure on a treatment regimen.",Yes
40391923,13,Were the patients in the study in a clinical trial?,The paper does not mention a clinical trial.,"The paper does not provide any information on a clinical trial, which suggests that the patients were not in a clinical trial.",No
40391923,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,"The paper states that ""Most participants had prior exposure to at least 1 ART regimen"".","The paper explicitly mentions that most participants had prior exposure to at least 1 ART regimen, which suggests that they had previously received ARV drugs.",Yes
40391923,15,Which drug classes were received by individuals in the study before sample sequencing?,"The paper states that ""Most participants were on a regimen that contained DTG with 2 Nucleos(t)ide Reverse Transcriptase Inhibitors (NRTIs)"".","The paper mentions that most participants were on a regimen that contained DTG with 2 NRTIs, which suggests that they received INSTIs and NRTIs before sample sequencing.","INSTIs, NRTIs"
40391923,16,Which drugs were received by individuals in the study before sample sequencing?,"The paper states that ""Most participants were on a regimen that contained DTG with 2 Nucleos(t)ide Reverse Transcriptase Inhibitors (NRTIs)"" and that ""336 of 447 received tenofovir/lamivudine/dolutegravir (TLD)"".","The paper mentions that most participants were on a regimen that contained DTG with 2 NRTIs, and specifically mentions TLD, which suggests that they received DTG, tenofovir, and lamivudine before sample sequencing.","DTG, tenofovir, lamivudine"
40400229,1,Does the paper report HIV sequences from patient samples?,"The paper states that ""Genotypic viral resistance profiles were available for 47 of the participants who seroconverted"" and that ""The Stanford algorithm was used in genotypic typing"".","The paper reports HIV sequences from patient samples, as it mentions the use of genotypic typing and the availability of genotypic viral resistance profiles for some participants.",Yes
