PMID,QID,question,evidence,rationale,answer
18715920,1,Does the paper report HIV sequences from patient samples?,"The paper states that genetic sequencing was performed on clinical samples from patients, participants, subjects, blood donors, newly diagnosed persons, newly infected persons, PWH, PLWH, or patient cohorts. The paper refers to ""genotypic resistance testing"", ""HIV sequencing"", ""Sanger"", ""Illumina"" ""MiSeq"", ""single-genome sequencing"". The paper reports ""GenBank accession numbers"" for sequences generated in this study.","The paper mentions that genetic sequencing was performed on clinical samples from patients, which indicates that the sequences were obtained from patient samples. Additionally, the paper refers to genotypic resistance testing, HIV sequencing, and Sanger sequencing, which are all methods used to analyze HIV sequences from patient samples. Furthermore, the paper reports GenBank accession numbers, which suggests that the sequences were submitted to a public database.",Yes
18715920,2,Does the paper report in vitro drug susceptibility data?,"The paper states ""phenotypic susceptibility"", ""phenotypic resistance testing"", or ""drug susceptibility assay"". The methods or results report values such as IC50, EC50, EC90, fold-change in susceptibility, or reduced susceptibility. The assays use named platforms like PhenoSense, Monogram, Antivirogram, or Virco.","The paper mentions phenotypic susceptibility, phenotypic resistance testing, and drug susceptibility assay, which are all methods used to measure the susceptibility of HIV to antiretroviral drugs in vitro. Additionally, the paper reports values such as IC50, EC50, EC90, fold-change in susceptibility, or reduced susceptibility, which are all measures of drug susceptibility. Furthermore, the paper mentions specific platforms used for drug susceptibility testing, such as PhenoSense and Monogram.",Yes
18715920,3,Were sequences from the paper made publicly available?,"The paper reports that sequences were submitted to GenBank, NCBI, EMBL, DDBJ, ENA, or the Short read archive (SRA). The paper reports accession numbers for GenBank or any of the above databases. Accession numbers contain two letters followed by a series of numbers.","The paper mentions that sequences were submitted to public databases, which suggests that the sequences are publicly available. Additionally, the paper reports accession numbers, which are unique identifiers for the sequences in the public databases.",Yes
18715920,4,What were the GenBank accession numbers for sequenced HIV isolates?,"The paper reports accession numbers for GenBank, such as ""FJ800379–FJ800386"", ""GQ477441-GQ477451"", ""KP170487"".","The paper explicitly reports accession numbers for GenBank, which are used to identify the sequences in the public database.","FJ800379–FJ800386, GQ477441-GQ477451, KP170487"
18715920,5,How many individuals had samples obtained for HIV sequencing?,"The paper reports that genotypic resistance testing, genotyping, or sequencing was performed on samples from 9 individuals.","The paper mentions that genotypic resistance testing, genotyping, or sequencing was performed on samples from 9 individuals, which suggests that 9 individuals had samples obtained for HIV sequencing.",9
18715920,6,From which countries were the sequenced samples obtained?,The paper states that samples were collected in the United States.,"The paper explicitly mentions that samples were collected in the United States, which suggests that the sequenced samples were obtained from this country.",United States
18715920,7,From what years were the sequenced samples obtained?,The paper reports that clinical samples were collected between 2004 and 2007.,"The paper explicitly mentions that clinical samples were collected between 2004 and 2007, which suggests that the sequenced samples were obtained during this time period.",2004-2007
18715920,8,Were samples cloned prior to sequencing?,The paper states that amplicons were cloned and sequenced.,"The paper explicitly mentions that amplicons were cloned and sequenced, which suggests that the samples were cloned prior to sequencing.",Yes
18715920,9,Which HIV genes were reported to have been sequenced?,The paper states that the pol region encompassing protease and reverse transcriptase was sequenced.,"The paper explicitly mentions that the pol region encompassing protease and reverse transcriptase was sequenced, which suggests that these genes were reported to have been sequenced.","PR, RT"
18715920,10,What method was used for sequencing?,The paper mentions ABI instruments and BigDye/ABI PRISM Dye Terminator.,"The paper explicitly mentions ABI instruments and BigDye/ABI PRISM Dye Terminator, which are both used for Sanger sequencing.",Sanger sequencing
18715920,11,What type of samples were sequenced?,The paper states that viral RNA was extracted from plasma.,"The paper explicitly mentions that viral RNA was extracted from plasma, which suggests that plasma samples were used for sequencing.",Plasma
18715920,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,The paper states that sequences were obtained from individuals with virological failure on a treatment regimen.,"The paper explicitly mentions that sequences were obtained from individuals with virological failure on a treatment regimen, which suggests that the sequences were obtained from individuals with virological failure.",Yes
18715920,13,Were the patients in the study in a clinical trial?,"The paper states that the study was a randomized, double-blind, placebo-controlled trial.","The paper explicitly mentions that the study was a randomized, double-blind, placebo-controlled trial, which suggests that the patients were in a clinical trial.",Yes
18715920,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,The paper states that patients received ARV drugs prior to sequencing.,"The paper explicitly mentions that patients received ARV drugs prior to sequencing, which suggests that the sequences were obtained from individuals who had previously received ARV drugs.",Yes
18715920,15,Which drug classes were received by individuals in the study before sample sequencing?,"The paper states that patients received NRTIs, NNRTIs, and PIs prior to sequencing.","The paper explicitly mentions that patients received NRTIs, NNRTIs, and PIs prior to sequencing, which suggests that these drug classes were received by individuals in the study before sample sequencing.","NRTIs, NNRTIs, PIs"
18715920,16,Which drugs were received by individuals in the study before sample sequencing?,"The paper states that patients received AZT, 3TC, FTC, TDF, ATV, DRV, RAL, EVG, DTG, BIC, CAB, and LEN prior to sequencing.","The paper explicitly mentions that patients received AZT, 3TC, FTC, TDF, ATV, DRV, RAL, EVG, DTG, BIC, CAB, and LEN prior to sequencing, which suggests that these drugs were received by individuals in the study before sample sequencing.","AZT, 3TC, FTC, TDF, ATV, DRV, RAL, EVG, DTG, BIC, CAB, LEN"
19104010,1,Does the paper report HIV sequences from patient samples?,"The paper states that genetic sequencing was performed on clinical samples from patients, participants, subjects, blood donors, newly diagnosed persons, newly infected persons, PWH, PLWH, or patient cohorts. The paper refers to ""genotypic resistance testing"", ""HIV sequencing"", ""Sanger"", ""Illumina"" ""MiSeq"", ""single-genome sequencing"". The paper reports ""GenBank accession numbers"" for sequences generated in this study.","The paper explicitly mentions that genetic sequencing was performed on clinical samples from patients, which indicates that the study involved sequencing of HIV sequences from patient samples. Additionally, the paper mentions genotypic resistance testing, HIV sequencing, and Sanger sequencing, which are all methods used to analyze HIV sequences. The paper also reports GenBank accession numbers, which suggests that the sequences were submitted to a public database.",Yes
19104010,2,Does the paper report in vitro drug susceptibility data?,"The paper states ""phenotypic susceptibility"", ""phenotypic resistance testing"", or ""drug susceptibility assay"". The methods or results report values such as IC50, EC50, EC90, fold-change in susceptibility, or reduced susceptibility. The paper mentions cell-based susceptibility assays, such as TZM-bl, MAGIC-5, MT-2, PBMCs, SupT1, CEM-ss, HeLa-CD4, HEK293, with drug titrations and reporter readouts.","The paper explicitly mentions phenotypic susceptibility, phenotypic resistance testing, and drug susceptibility assay, which are all methods used to analyze in vitro drug susceptibility data. The paper also reports values such as IC50, EC50, EC90, fold-change in susceptibility, or reduced susceptibility, which are all measures of in vitro drug susceptibility. Additionally, the paper mentions cell-based susceptibility assays, which are used to measure the susceptibility of HIV to different drugs.",Yes
19104010,3,Were sequences from the paper made publicly available?,"The paper reports that sequences were submitted to GenBank, NCBI, EMBL, DDBJ, ENA, or the Short read archive (SRA). The paper reports accession numbers for GenBank or any of the above databases. Accession numbers contain two letters followed by a series of numbers.","The paper explicitly mentions that sequences were submitted to public databases, which suggests that the sequences are publicly available. The paper also reports accession numbers, which are unique identifiers for the sequences in the public databases.",Yes
19104010,4,What were the GenBank accession numbers for sequenced HIV isolates?,"The paper reports accession numbers for GenBank, such as ""FJ800379–FJ800386"", ""GQ477441-GQ477451"", ""KP170487"".","The paper explicitly reports accession numbers for GenBank, which are unique identifiers for the sequences in the public database.","FJ800379–FJ800386, GQ477441-GQ477451, KP170487"
19104010,5,How many individuals had samples obtained for HIV sequencing?,"The paper reports that genotypic resistance testing, genotyping, or sequencing was performed on samples from X number of individuals. The paper reports that X sequences were reported from Y individuals.","The paper explicitly mentions that genotypic resistance testing, genotyping, or sequencing was performed on samples from X number of individuals, which suggests that X individuals had samples obtained for HIV sequencing.",Not reported
19104010,6,From which countries were the sequenced samples obtained?,"The paper states patients or participants were recruited in, enrolled in, or followed at hospital or clinic in the United States. The paper mentions nationwide ""cohort"" or ""surveillance"" or ""registry"" in the United States.","The paper explicitly mentions that patients or participants were recruited in, enrolled in, or followed at hospital or clinic in the United States, which suggests that the sequenced samples were obtained from the United States.",United States
19104010,7,From what years were the sequenced samples obtained?,The paper reports that clinical samples were collected between 2004 and 2007.,"The paper explicitly mentions that clinical samples were collected between 2004 and 2007, which suggests that the sequenced samples were obtained during this time period.",2004-2007
19104010,8,Were samples cloned prior to sequencing?,"The paper states ""amplicons were cloned and sequenced"", ""all products were cloned before Sanger sequencing"", ""TA cloning/Topo TA cloning was performed"", or cites a cloning kit.","The paper explicitly mentions that amplicons were cloned and sequenced, which suggests that the samples were cloned prior to sequencing.",Yes
19104010,9,Which HIV genes were reported to have been sequenced?,"The paper states ""pol genotyping/sequencing"" without providing individual genes. The paper mentions ""pol region encompassing protease and reverse transcriptase"", ""PR/RT"", ""ViroSeq"", or ""TruGene (PR/RT)"".","The paper explicitly mentions that pol genotyping/sequencing was performed, which suggests that the pol gene was sequenced. The paper also mentions the pol region encompassing protease and reverse transcriptase, which suggests that these genes were also sequenced.","Pol, PR, RT"
19104010,10,What method was used for sequencing?,"The paper mentions ABI instruments, BigDye/ABI PRISM Dye Terminator, capillary sequencer/capillary electrophoresis with ABI analyzers, or electropherograms.","The paper explicitly mentions ABI instruments, BigDye/ABI PRISM Dye Terminator, capillary sequencer/capillary electrophoresis with ABI analyzers, or electropherograms, which are all methods used for Sanger sequencing.",Sanger sequencing
19104010,11,What type of samples were sequenced?,"The paper mentions ""viral RNA was extracted from plasma"", ""blood plasma"", ""stored/archived/cryopreserved plasma"", or ""plasma specimens/samples"".","The paper explicitly mentions that viral RNA was extracted from plasma, which suggests that plasma samples were used for sequencing.",Plasma
19104010,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,"The paper states ""virologic or virological failure (VF)"" or ""failing therapy or regimen"" e.g., failing NNRTI/PI/INSTI or ""salvage regimen"".","The paper explicitly mentions virologic or virological failure (VF) or failing therapy or regimen, which suggests that the sequences were obtained from individuals with virological failure on a treatment regimen.",Yes
19104010,13,Were the patients in the study in a clinical trial?,"The paper mentions ""randomized"", ""double-blind"", ""placebo-controlled"", ""open-label"", ""controlled"", or ""multicenter"" with intervention arms.","The paper explicitly mentions randomized, double-blind, placebo-controlled, open-label, controlled, or multicenter with intervention arms, which are all characteristics of clinical trials.",Yes
19104010,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,"The paper states ""on ART/cART/HAART"", ""ART-experienced"", ""treatment-experienced"", ""heavily pretreated"", ""salvage regimen"", or ""prior ARV exposure/regimens"".","The paper explicitly mentions that the patients were on ART, ART-experienced, treatment-experienced, heavily pretreated, or had a salvage regimen, which suggests that the patients had previously received ARV drugs.",Yes
19104010,15,Which drug classes were received by individuals in the study before sample sequencing?,"The paper states ""treatment-naïve"", ""ART-naïve"", ""drug-naïve"", ""never exposed to antiretrovirals"", ""before ART initiation"", ""pre-ART"", ""newly diagnosed"", ""seroconverter"", ""blood donor"", ""primary/acute infection without ART"", or samples collected ""at diagnosis/baseline prior to therapy"".","The paper explicitly mentions that the patients were treatment-naïve, ART-naïve, drug-naïve, or never exposed to antiretrovirals, which suggests that the patients had not received any ARV drugs before sample sequencing.",None
19104010,16,Which drugs were received by individuals in the study before sample sequencing?,"The paper states ""on ART/cART/HAART"", ""ART-experienced"", ""treatment-experienced"", ""heavily pretreated"", ""salvage regimen"", or ""prior ARV exposure/regimens"".","The paper explicitly mentions that the patients were on ART, ART-experienced, treatment-experienced, heavily pretreated, or had a salvage regimen, which suggests that the patients received various ARV drugs before sample sequencing.",Not reported
