PMID,QID,Question,Answer,Evidence,EvidenceLocation,Rationale,json_status
41112839,1,Does the paper report HIV sequences from patient samples?,Yes,"“A total of 237 samples from different patients were analyzed, and 131 (55.3%) were successfully amplified and sequenced.” “The resulting RNA was used to synthesize complementary deoxyribonucleic acid (cDNA), which was amplified using the ANRS AC11 genotyping technique targeting the first 240 amino acids of RT.”",main_text,The abstract and sequencing methods on pages 1–2 describe newly generated HIV-1 RT sequences obtained directly from clinical specimens.,strict
41112839,2,Does the paper report in vitro drug susceptibility data?,No,"“The analysis of resistance mutations was carried out using the Calibrated Population Resistance v8.1 program (https://hivdb.stanford.edu/cpr/, accessed December 2023) in search of specific mutations monitored in pretreatment.” “The proportion of DRM was evaluated globally, and after grouping sites by geographical areas (Dakar, North, Midwest, South-West, and South-East), as shown in Table 1.”",main_text,"Resistance was assessed by sequence-based mutation analysis (page 2). No phenotypic susceptibility assay, drug titration, IC50, EC50, or measured susceptibility fold change is reported.",strict
41112839,3,Were sequences from the paper made publicly available?,Yes,"“The RT-generated sequences were deposited in the National Institutes of Health GenBank database under accession numbers PP280627 to PP280757.” “A total of 237 samples from different patients were analyzed, and 131 (55.3%) were successfully amplified and sequenced.”",main_text,The deposition statement on page 3 explicitly identifies GenBank accessions for the newly generated RT sequences.,strict
41112839,4,What were the GenBank accession numbers for sequenced HIV isolates?,PP280627–PP280757,"“The RT-generated sequences were deposited in the National Institutes of Health GenBank database under accession numbers PP280627 to PP280757.” “A total of 237 samples from different patients were analyzed, and 131 (55.3%) were successfully amplified and sequenced.”",main_text,"Page 3 provides this accession range, encompassing the 131 newly generated sequences.",strict
41112839,5,How many individuals had samples obtained for HIV sequencing?,237,"“A total of 237 samples from different patients were analyzed, and 131 (55.3%) were successfully amplified and sequenced.” “One type of sample (dried blood spots [DBS] or venous blood) was used for each consenting patient.”",main_text,"Genotyping was attempted on specimens from 237 distinct individuals, with successful sequences obtained from 131. The answer counts individuals whose samples underwent the sequencing workflow, rather than only successful sequences (pages 1–2; Table 1 on page 3).",strict
41112839,6,From which countries were the sequenced samples obtained?,Senegal,"“This study aimed to document the prevalence of PDR in ART-naive patients in Senegal, describe the DRMs observed, evaluate their potential impact on future therapeutic options, and gain insights into the genetic diversity of HIV strains circulating in the country.” “These patients were recruited from 32 sites across the country, including 8 sites from Dakar, the capital city (Figure 1).”",main_text,Participants were recruited in Senegal (pages 2–3). Figure 1 on page 4 maps the Senegalese recruitment sites; other countries in author affiliations are not sample-collection countries.,strict
41112839,7,From what years were the sequenced samples obtained?,2017–2018,“A pretreatment drug resistance survey was carried out in 35 sites throughout the country between 2017 and 2018 using dried blood spots and whole blood samples.” “One type of sample (dried blood spots [DBS] or venous blood) was used for each consenting patient.”,main_text,"The survey and associated specimen collection occurred in 2017–2018, as stated in the abstract and study-population methods on pages 1–2.",strict
41112839,8,Were samples cloned prior to sequencing?,Not applicable,"“The resulting RNA was used to synthesize complementary deoxyribonucleic acid (cDNA), which was amplified using the ANRS AC11 genotyping technique targeting the first 240 amino acids of RT.” “Purified and quantified polymerase chain reaction products were sequenced by using Big Dye Terminator v3.1 (Life Technologies, Courtaboeuf, France), and electrophoresis was performed on the ABI 3100 Avant sequencer (Applied Biosystems, France) as previously described [6].”",main_text,"Although page 2 describes direct sequencing of PCR products, the question's applicability rule requires 'Not applicable' because the study does not report in vitro susceptibility data.",strict
41112839,9,Which HIV genes were reported to have been sequenced?,RT,"“The resulting RNA was used to synthesize complementary deoxyribonucleic acid (cDNA), which was amplified using the ANRS AC11 genotyping technique targeting the first 240 amino acids of RT.” “Additionally, this study was conducted before the introduction of dolutegravir, so integrase sequencing was not performed, representing another limitation for assessing resistance to current first-line regimens.”",main_text,Only partial RT was sequenced (page 2). The limitations on page 6 explicitly note the absence of protease sequence data and integrase sequencing.,strict
41112839,10,What method was used for sequencing?,Sanger sequencing,"“Primer pairs used for polymerase chain reaction were MJ3/MJ4 and A35/N35.” “Purified and quantified polymerase chain reaction products were sequenced by using Big Dye Terminator v3.1 (Life Technologies, Courtaboeuf, France), and electrophoresis was performed on the ABI 3100 Avant sequencer (Applied Biosystems, France) as previously described [6].”",main_text,Big Dye Terminator chemistry and ABI electrophoretic sequencing identify Sanger sequencing (page 2).,strict
