PMID,QID,question,evidence,rationale,answer
18715920,1,Does the paper report HIV sequences from patient samples?,No evidence.,The paper does not mention the use of patient samples for obtaining HIV sequences. It focuses on in vitro experiments and does not mention specific years for sample collection.,"No"
18715920,2,Does the paper report in vitro drug susceptibility data?,"To delineate the effect of resistance mutations on viral susceptibility to integrase inhibitors, in vitro resistance selections with raltegravir and with MK-2048, an integrase inhibitor with a second-generation-like resistance profile, were performed.",The paper mentions to delineate the effect of resistations mutations on viral susceptibility to integrase inhibitors.,"Yes"
18715920,3,Were sequences from the paper made publicly available?,No evidence.,"The paper does not provide any GenBank accession numbers for sequenced HIV isolates. It focuses on in vitro experiments, which doesn't report new sequences, and does not mention depositing sequences in GenBank.","No"
18715920,4,What were the GenBank accession numbers for sequenced HIV isolates?,No evidence.,"The paper does not provide any GenBank accession numbers for sequenced HIV isolates. It focuses on in vitro experiments, which doesn't report new sequences, and does not mention depositing sequences in GenBank.","Not reported"
18715920,5,How many individuals had samples obtained for HIV sequencing?,"Primary mutations selected in vitro with raltegravir confer large fold changes in susceptibility to first-generation integrase inhibitors, but minor fold changes to inhibitors with second-generation resistance profiles.","The paper mentioned in vitro reistance selection, and all sequences were generated using site-directed mutation technology, which means the sequence were not from clinical samples.","Not reported"
18715920,6,From which countries were the sequenced samples obtained?,No evidence.,The paper does not mention any specific countries from which sequenced samples were obtained.,"Not reported"
18715920,7,From what years were the sequenced samples obtained?,No evidence.,The paper does not provide any information about the years from which sequenced samples were obtained.,"Not reported"
18715920,8,Were samples cloned prior to sequencing?,"Primary mutations selected in vitro with raltegravir confer large fold changes in susceptibility to first-generation integrase inhibitors, but minor fold changes to inhibitors with second-generation resistance profiles.","The paper mentioned in vitro reistance selection, and all sequences were generated using site-directed mutation technology, which means the sequence were not cloned from clinical samples.","No"
18715920,9,Which HIV genes were reported to have been sequenced?,"Site-directed mutants (SDMs) of IN coding sequences were constructed in the pUC19-5′HXB2D vector (XbaI–SalI fragment of pHXB2D), containing the HIV-1 clone HXB2D IN coding sequence, by using the QuikChange site-directed mutagenesis kit (Stratagene, La Jolla, CA) and high-performance liquid chromatography-purified primers (Genset Oligos, La Jolla, CA).","The paper focuses on the integrase gene (IN) of HIV-1, and mentioned that SDM of IN were confiredm by sequencing.","IN"
18715920,10,What method was used for sequencing?,"Plasmid sequences were confirmed by dideoxyribose sequencing. PCR products were genotyped by automated population-based full-sequence analysis (ABI PRISM BigDye Terminator cycle sequencing; Applied Biosystems, Foster City, CA).","The paper mentions the use of dideoxyribose sequencing, and ABI PRISM BigDye Terminator cycle sequencing which means the study was using sanger sequencing.","Sanger sequencing"
18715920,11,What type of samples were sequenced?,"Primary mutations selected in vitro with raltegravir confer large fold changes in susceptibility to first-generation integrase inhibitors, but minor fold changes to inhibitors with second-generation resistance profiles.","The paper mentioned in vitro reistance selection, and all sequences were generated using site-directed mutation technology, which means the sequence were not from clinical samples.","Not reported"
18715920,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,"Primary mutations selected in vitro with raltegravir confer large fold changes in susceptibility to first-generation integrase inhibitors, but minor fold changes to inhibitors with second-generation resistance profiles.","The paper mentioned in vitro reistance selection, and all sequences were generated using site-directed mutation technology, which means the sequence were not from clinical samples.","No"
18715920,13,Were the patients in the study in a clinical trial?,"Primary mutations selected in vitro with raltegravir confer large fold changes in susceptibility to first-generation integrase inhibitors, but minor fold changes to inhibitors with second-generation resistance profiles.","The paper mentioned in vitro reistance selection, and all sequences were generated using site-directed mutation technology, which means the sequence were not from clinical samples.","No"
18715920,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,"Primary mutations selected in vitro with raltegravir confer large fold changes in susceptibility to first-generation integrase inhibitors, but minor fold changes to inhibitors with second-generation resistance profiles.","The paper mentioned in vitro reistance selection, and all sequences were generated using site-directed mutation technology, which means the sequence were not from clinical samples.","Not reported"
18715920,15,Which drug classes were received by individuals in the study before sample sequencing?,"Primary mutations selected in vitro with raltegravir confer large fold changes in susceptibility to first-generation integrase inhibitors, but minor fold changes to inhibitors with second-generation resistance profiles.","The paper mentioned in vitro reistance selection, and all sequences were generated using site-directed mutation technology, which means the sequence were not from clinical samples.","Not reported"
18715920,16,Which drugs were received by individuals in the study before sample sequencing?,"Primary mutations selected in vitro with raltegravir confer large fold changes in susceptibility to first-generation integrase inhibitors, but minor fold changes to inhibitors with second-generation resistance profiles.","The paper mentioned in vitro reistance selection, and all sequences were generated using site-directed mutation technology, which means the sequence were not from clinical samples.","Not reported"
19104010,1,Does the paper report HIV sequences from patient samples?,No evidence,The paper does not mention the use of patient samples for obtaining HIV sequences. It focuses on laboratory-based studies and does not mention the submission of sequences to GenBank.,"No"
19104010,2,Does the paper report in vitro drug susceptibility data?,"""The IN strand transfer assay has been previously described (46). Briefly, biotinylated donor DNA was bound to streptavidin-coated plates. Unbound donor DNA was removed by washing, and IN was then added to each well to allow 3′ processing of the donor DNA end for 30 min. Digoxigenin-tagged target DNA was next added to each well, and the 3′-end-joining reaction was allowed to proceed for 30 min. The wells were washed to remove unjoined target DNA, and the chemiluminescence signal was detected following addition of horseradish peroxidase-conjugated antidigoxigenin antibody. Test compounds were added immediately before the target DNA.""","The paper includes in vitro drug susceptibility data, specifically examining the susceptibility of HIV-1 to various compounds using a strand transfer assay.","Yes"
19104010,3,Were sequences from the paper made publicly available?,No evidence,The paper does not provide any GenBank accession numbers for sequenced HIV isolates. This is an in vitro paper focusing on laboratory-based studies and does not mention the submission of sequences to GenBank.,"No"
19104010,4,What were the GenBank accession numbers for sequenced HIV isolates?,No evidence,The paper does not provide any GenBank accession numbers for sequenced HIV isolates. This is an in vitro paper focusing on laboratory-based studies and does not mention the submission of sequences to GenBank.,"Not reported"
19104010,5,How many individuals had samples obtained for HIV sequencing?,No evidence,The paper does not mention the number of individuals who had samples obtained for HIV sequencing. It focuses on laboratory-based studies and does not mention the submission of sequences to GenBank.,"Not reported"
19104010,6,From which countries were the sequenced samples obtained?,No evidence,The paper does not mention the specific countries from which the sequenced samples were obtained. It focuses on laboratory-based studies and does not mention the submission of sequences to GenBank.,"Not reported"
19104010,7,From what years were the sequenced samples obtained?,No evidence,The paper does not provide any information on the years from which the sequenced samples were obtained. It focuses on laboratory-based studies and does not mention the submission of sequences to GenBank.,"Not reported"
19104010,8,Were samples cloned prior to sequencing?,No evidence,"The paper does not mention the sequencing method used, nor samples were cloned prior to sequencing.","Not reported"
19104010,9,Which HIV genes were reported to have been sequenced?,"""The IN gene from 24 individual plasmid clones was sequenced using the BigDye terminator v3.1 cycle sequencing kit (Applied Biosystems, Foster City, CA).""","The paper focuses on the integrase (IN) gene of HIV-1, and mentioned that IN gene was sequenced.","IN"
19104010,10,What method was used for sequencing?,"""Sequencing reactions were analyzed by the ABI Prism 3100 genetic analyzer (Applied Biosystems, Foster City, CA).""","The paper mentions the use of ABI Prism 3100 genetic analyzer, which means the study was using sanger sequencing.","Sanger sequencing"
19104010,11,What type of samples were sequenced?,No evidence,The paper does not specify the type of clinical specimens sequenced.,"Not reported"
